code,dealerId,name,url,regionId,state,lat,long,address1,city,zip,phone
01007,01007,Bill Penney Toyota,https://www.billpenneytoyota.com,50,AL,34.737385,-86.65119,"4808 University Dr., N.W.",Huntsville,35816,(256) 837-1111
01033,01033,McKinnon Toyota,https://www.mckinnontoyota.com,9999,AL,32.886596,-86.621391,235 Price Drive,Clanton,35046,(205) 755-3430
01053,01053,Toyota of Dothan,https://www.toyotaofdothan.com,50,AL,31.192701,-85.408607,2285 Ross Clark Circle,Dothan,36301,(334) 794-0741
01059,01059,Serra Toyota,https://www.serratoyota.com,50,AL,33.620794,-86.685932,1300 Center Point Parkway,Birmingham,35215,(205) 838-4400
01061,01061,Limbaugh Toyota,https://www.limbaughtoyota.com,50,AL,33.507035,-86.881857,2200 Avenue T,Birmingham,35218,(205) 780-0500
01064,01064,Sunny King Toyota,https://www.sunnykingtoyota.com,50,AL,33.613976,-85.776722,2570 U.S. Highway 78 East,Anniston,36207,(256) 835-0800
01071,01071,Serra Toyota of Decatur,https://www.toyotaofdecatur.com,50,AL,34.55964,-86.988212,309 Beltline Place,Decatur,35603,(256) 340-0330
01073,01073,Palmer's Airport Toyota,https://www.palmerstoyota.com,50,AL,30.679936,-88.22569,470 Schillinger Road,Mobile,36695,(251) 639-0800
01077,01077,Springhill Toyota,https://www.springhilltoyota.com,50,AL,30.655752,-88.117307,3062 Government Blvd.,Mobile,36606,(251) 450-1000
01079,01079,High Country Toyota,https://www.highcountrytoyota.com,50,AL,34.632242,-86.046198,23030 John T. Reid Parkway,Scottsboro,35769,(256) 259-1159
01080,01080,Bondy's Enterprise Toyota,https://www.bondystoyota.com,50,AL,31.310865,-85.830622,519 Boll Weevil Circle,Enterprise,36330,(334) 347-5200
01083,01083,Sand Mountain Toyota,https://www.sandmountaintoyota.com,50,AL,34.285907,-86.236249,9167 US Highway 431 N,Albertville,35950,(256) 878-0789
01084,01084,Eastern Shore Toyota,https://www.easternshoretoyota.com,50,AL,30.660655,-87.855273,29732 Frederick Blvd.,Daphne,36526,(251) 625-1919
01085,01085,Tuscaloosa Toyota,https://www.tuscaloosatoyota.com,50,AL,33.169602,-87.494118,"3325 Skyland Blvd, East",Tuscaloosa,35405,(205) 553-3325
01086,01086,TeamOne Toyota of Gadsden,https://www.teamonetoyota.com,50,AL,33.976433,-86.060348,927 West Grand Avenue,Rainbow City,35906,(256) 413-4456
01089,01089,Toyota of Sylacauga,https://www.toyotaofsylacauga.com,50,AL,33.188303,-86.304114,39765 Highway 280,Sylacauga,35150,(256) 245-5251
01090,01090,Hoover Toyota,https://www.hoovertoyota.com,50,AL,33.359145,-86.832572,2686 Highway 150,Hoover,35244,(205) 978-2600
01091,01091,Bill Penney Toyota of Jasper,https://www.billpenneytoyotaofjasper.com,50,AL,33.839028,-87.233016,3815 Hwy 78 E,Jasper,35501,(205) 221-3939
01092,01092,Toyota of Montgomery,https://www.toyotamontgomery.com,50,AL,32.366981,-86.210045,911 Eastern Blvd.,Montgomery,36117,(334) 272-7147
01093,01093,Singing River Toyota,https://www.singingrivertoyota.com,50,AL,34.713889,-87.668496,5100 US-43,Tuscumbia,35674,(256) 383-3611
01094,01094,Allen Turner Toyota of Auburn,https://www.allenturnertoyotaofauburn.com/,9999,AL,32.560407,-85.498678,170 West Creek Parkway,Auburn,36830,(334) 887-1100
01095,01095,Toyota of Montgomery,https://www.toyotamontgomery.com,9999,AL,32.366981,-86.210045,911 Eastern Blvd.,Montgomery,36117,(334) 272-7147
02010,02010,Precision Toyota of Tucson,https://www.pretoy.com,15,AZ,32.28701,-110.983221,700 West Wetmore Road,Tucson,85705,(520) 795-5565
02016,02016,Big Two Toyota of Chandler,https://www.bigtwotoyota.com,15,AZ,33.28793,-111.790768,1250 S. Gilbert Road,Chandler,85286,(480) 898-6000
02021,02021,Desert Toyota of Tucson,https://www.deserttoyota.com,15,AZ,32.205909,-110.839698,7150 East 22nd Street,Tucson,85710,(520) 296-8535
02036,02036,Camelback Toyota,https://www.camelbacktoyota.com,15,AZ,33.510892,-112.047885,1550 East Camelback Road,Phoenix,85014,(602) 264-2841
02037,02037,Alexander Toyota,https://www.myalexandertoyota.com,15,AZ,32.668967,-114.61019,889 E. 32nd Street,Yuma,85365,(928) 344-1170
